id_persona,CURP,nombre,apellido_paterno,apellido_materno,sexo,año_nacimiento,edad_censo_2020,estado,municipio,localidad,clave_geo,AGEB,MZA,lat,lon,nivel_educativo,estado_civil,num_dependientes,tipo_vivienda,acceso_agua,acceso_drenaje,acceso_electricidad,tiene_internet,tiene_computadora,hacinamiento_index,religion,habla_lengua_indigena
100,TEOI030424MNLVHZCT1,Cristina,Pérez,Cruz,Mujer,2003,17,Nuevo León,Carmen,Colonia Centro,19011,3835,048,25.730883,-100.060482,Secundaria,Viudo(a),1,Casa propia (crédito),Sí,Sí,Sí,Sí,Sí,2.53,Católica,No
101,IMIO021015HNLFBFQL7,Diego,Pérez,Medina,Hombre,2002,18,Nuevo León,Monterrey,Colinas de San Jerónimo,19019,1434,036,25.67494,-100.307064,Licenciatura,Casado(a),0,Casa rentada,Sí,Sí,Sí,Sí,Sí,3.63,Católica,No
102,MGJI970822HNLZTQZZ8,Rodrigo,Muñoz,Cruz,Hombre,1997,23,Nuevo León,General Escobedo,Col. Independencia,19021,3226,001,25.793935,-100.347214,Preparatoria,Casado(a),1,Casa propia pagada,Sí,Sí,Sí,No,Sí,3.82,Católica,No
103,NUNF020928MNLFCGZN9,Paola,Garza,Vázquez,Mujer,2002,18,Nuevo León,Apodaca,Colinas de San Jerónimo,19006,8601,041,25.774773,-100.193286,Secundaria,Soltero(a),2,Casa rentada,Sí,Sí,Sí,Sí,Sí,1.2,Católica,No
104,RFCT050909HNLZQLJK5,Ricardo,Ruiz,Reyes,Hombre,2005,15,Nuevo León,Monterrey,Colinas de San Jerónimo,19019,6603,035,25.653213,-100.292344,Técnico superior,Soltero(a),0,Casa rentada,Sí,Sí,Sí,Sí,No,1.19,Cristiana evangélica,No
105,URZT020414HNLZVBWP5,Juan,Guerrero,Ruiz,Hombre,2002,18,Nuevo León,Monterrey,Las Puentes,19019,1347,005,25.70367,-100.299394,Posgrado,Casado(a),0,Casa propia pagada,Sí,Sí,Sí,No,No,2.79,Católica,No
106,MEAU050714HNLXTFZT1,José,Ramírez,Álvarez,Hombre,2005,15,Nuevo León,Santa Catarina,La Finca,19046,3714,045,25.706024,-100.453357,Licenciatura,Soltero(a),1,Casa rentada,Sí,No,Sí,No,No,2.34,Cristiana evangélica,No
107,UXAC060222MNLGMJMQ4,Camila,Mendoza,Cruz,Mujer,2006,14,Nuevo León,San Nicolás de los Garza,San Bernabé,19039,3259,040,25.762821,-100.308771,Técnico superior,Soltero(a),0,Casa rentada,Sí,No,Sí,Sí,Sí,3.32,Cristiana evangélica,No
108,IIHD060520HNLYTNGZ2,Ernesto,Flores,Treviño,Hombre,2006,14,Nuevo León,Apodaca,La Finca,19006,6940,026,25.778157,-100.197017,Licenciatura,Casado(a),3,Casa propia (crédito),No,Sí,Sí,Sí,No,4.2,Católica,No
109,MJHQ990208HNLQSNZP1,Eduardo,Longoria,Flores,Hombre,1999,21,Nuevo León,Juárez,Las Puentes,19031,4898,036,25.656095,-100.091274,Licenciatura,Soltero(a),2,Casa rentada,Sí,Sí,Sí,Sí,Sí,2.59,Católica,No
110,MNZW040923HNLQQGFG7,Óscar,de León,Mendoza,Hombre,2004,16,Nuevo León,Apodaca,Cumbres,19006,8530,006,25.771898,-100.183246,Técnico superior,Casado(a),0,Casa propia pagada,Sí,Sí,Sí,No,Sí,2.74,Católica,No
111,BHCG060216HNLLDZBN2,Rafael,Cantú,Lara,Hombre,2006,14,Nuevo León,Apodaca,Valle Norte,19006,5179,016,25.798953,-100.157344,Preparatoria,Divorciado(a),0,Casa rentada,Sí,Sí,Sí,Sí,Sí,0.71,Católica,No
112,EWTM980304HNLMBHYZ0,Rafael,Castro,López,Hombre,1998,22,Nuevo León,Santa Catarina,Cumbres,19046,4339,031,25.687335,-100.446343,Primaria incompleta,Casado(a),2,Casa rentada,Sí,Sí,Sí,No,Sí,1.01,Cristiana evangélica,No
113,CNFF000115HNLYLNMF0,Miguel,Herrera,Cantú,Hombre,2000,20,Nuevo León,Apodaca,Mitras Centro,19006,1995,018,25.768823,-100.188386,Licenciatura,Unión libre,0,Casa prestada,Sí,Sí,No,Sí,Sí,3.43,Católica,No
114,TTKH030101HNLZPGVS8,Ernesto,Guerrero,Pérez,Hombre,2003,17,Nuevo León,Guadalupe,Colonia Centro,19026,8733,027,25.680967,-100.264783,Secundaria,Soltero(a),0,Casa rentada,Sí,Sí,Sí,Sí,No,1.44,Católica,No
115,LBKO010528MNLZSNRB5,Mariana,Treviño,Díaz,Mujer,2001,19,Nuevo León,García,Contry,19018,7686,009,25.795118,-100.610669,Preparatoria,Divorciado(a),1,Casa rentada,Sí,Sí,Sí,Sí,Sí,1.1,Católica,No
116,EEDI031210MNLYXTMX4,Camila,Álvarez,Garza,Mujer,2003,17,Nuevo León,Monterrey,La Finca,19019,1572,008,25.681944,-100.302545,Licenciatura,Soltero(a),0,Casa propia pagada,Sí,Sí,Sí,Sí,Sí,0.84,Católica,No
117,PNUX050317MNLZNDST7,Elena,Hernández,Torres,Mujer,2005,15,Nuevo León,Montemorelos,Contry,19033,5766,049,25.196153,-99.839844,Preparatoria,Casado(a),2,Casa rentada,Sí,Sí,Sí,Sí,Sí,1.22,Sin religión,No
118,QXZJ000205HNLZVRQM7,Rafael,Ortiz,González,Hombre,2000,20,Nuevo León,Ciénega de Flores,Colinas de San Jerónimo,19013,8944,049,26.003624,-100.178359,Preparatoria,Divorciado(a),0,Casa propia pagada,Sí,Sí,Sí,Sí,No,4.08,Católica,No
119,XPIR050915HNLPZYSL6,Marco,Flores,Ramírez,Hombre,2005,15,Nuevo León,Apodaca,Valle Norte,19006,7785,046,25.78866,-100.19702,Preparatoria,Soltero(a),1,Casa rentada,Sí,Sí,Sí,No,Sí,3.17,Católica,No
120,EWYD020712HNLDTGSZ3,Diego,Guerrero,Martínez,Hombre,2002,18,Nuevo León,Santa Catarina,Cumbres,19046,1157,002,25.682395,-100.450751,Preparatoria,Casado(a),5,Casa prestada,Sí,Sí,Sí,Sí,Sí,2.98,Católica,No
121,MFQT071202MNLDTCTS6,Paola,Torres,Martínez,Mujer,2007,13,Nuevo León,General Escobedo,Cumbres,19021,4759,032,25.812894,-100.309072,Licenciatura,Casado(a),4,Casa propia (crédito),Sí,Sí,Sí,Sí,No,2.33,Cristiana evangélica,No
122,JBSW030305MNLWQXZW9,Natalia,Cruz,Cruz,Mujer,2003,17,Nuevo León,Santa Catarina,El Mirador,19046,4229,039,25.684726,-100.464717,Licenciatura,Casado(a),2,Casa rentada,No,Sí,Sí,Sí,No,3.59,Católica,No
123,BDVS071216MNLGTQKD5,Fernanda,Flores,Salinas,Mujer,2007,13,Nuevo León,Cadereyta Jiménez,Paseo de San Patricio,19010,9993,013,25.597313,-99.997809,Licenciatura,Soltero(a),0,Casa propia pagada,No,Sí,Sí,Sí,Sí,1.16,Católica,No
124,CFOU001109HNLJLKFH9,Marco,Villarreal,Flores,Hombre,2000,20,Nuevo León,Apodaca,Valle Norte,19006,4693,046,25.795148,-100.186522,Licenciatura,Soltero(a),2,Cuarto en vecindad,Sí,Sí,Sí,Sí,Sí,3.5,Católica,No
125,LGOD031003MNLLTJNY4,Brenda,Cavazos,Treviño,Mujer,2003,17,Nuevo León,Apodaca,Col. Independencia,19006,8701,046,25.80603,-100.17234,Preparatoria,Casado(a),0,Casa propia (crédito),Sí,Sí,Sí,Sí,Sí,1.75,Católica,No
126,FMUU980722MNLLYGRB7,María,Gómez,Lara,Mujer,1998,22,Nuevo León,Carmen,Colonia Centro,19011,8709,045,25.695543,-100.043772,Preparatoria,Soltero(a),1,Casa rentada,Sí,Sí,No,Sí,Sí,2.88,Sin religión,No
127,KDSC040824MNLLSGSY3,Cristina,Guerrero,Flores,Mujer,2004,16,Nuevo León,Guadalupe,Valle Norte,19026,1961,023,25.691881,-100.273488,Preparatoria,Viudo(a),2,Casa rentada,Sí,Sí,Sí,Sí,Sí,2.21,Sin religión,No
128,ZWQP010617HNLWCGGN7,Alejandro,de León,Garza,Hombre,2001,19,Nuevo León,Monterrey,El Mirador,19019,5068,014,25.705739,-100.318028,Preparatoria,Soltero(a),0,Casa propia pagada,Sí,Sí,Sí,No,No,1.35,Cristiana evangélica,No
129,OZXH031023MNLRCVNY7,Sofía,Castro,Herrera,Mujer,2003,17,Nuevo León,Salinas Victoria,Cumbres,19044,4515,036,25.976214,-100.329501,Primaria completa,Soltero(a),1,Casa propia pagada,Sí,Sí,Sí,No,No,3.63,Católica,No
130,JQYQ040914MNLQRYNW8,Camila,Muñoz,Lara,Mujer,2004,16,Nuevo León,Santa Catarina,Paseo de San Patricio,19046,2553,020,25.664686,-100.434212,Primaria completa,Unión libre,3,Casa propia pagada,Sí,Sí,Sí,Sí,Sí,3.99,Católica,No
131,GPMD020806HNLVHCLC9,Rafael,Sánchez,Villarreal,Hombre,2002,18,Nuevo León,Linares,Cumbres,19032,7260,007,24.877382,-99.564975,Licenciatura,Soltero(a),4,Casa propia pagada,Sí,Sí,Sí,Sí,No,1.49,Católica,No
132,NUZK050423MNLNQVYH6,Isabella,García,Ortiz,Mujer,2005,15,Nuevo León,Juárez,Mitras Centro,19031,3939,029,25.668424,-100.094078,Secundaria,Separado(a),1,Casa rentada,Sí,Sí,Sí,Sí,Sí,3.63,Católica,No
133,WYTZ021122HNLDPFBF2,Ernesto,Muñoz,Ramírez,Hombre,2002,18,Nuevo León,Monterrey,Zona Industrial,19019,5128,033,25.690423,-100.295778,Licenciatura,Unión libre,1,Casa rentada,Sí,Sí,Sí,Sí,Sí,2.2,Sin religión,No
134,SUXX040417MNLDQRND3,Ana,Vázquez,López,Mujer,2004,16,Nuevo León,Guadalupe,Colinas de San Jerónimo,19026,4476,031,25.683743,-100.231273,Posgrado,Soltero(a),2,Casa prestada,Sí,Sí,Sí,Sí,Sí,2.06,Católica,No
135,NAEC051106MNLBMQCD7,Adriana,Herrera,Sánchez,Mujer,2005,15,Nuevo León,Monterrey,Zona Industrial,19019,6053,024,25.688431,-100.287527,Técnico superior,Casado(a),0,Casa propia pagada,Sí,Sí,Sí,Sí,Sí,0.82,Cristiana evangélica,No
136,AJFS991024MNLVBSLY9,Karla,Pérez,Garza,Mujer,1999,21,Nuevo León,Monterrey,Colonia Centro,19019,5601,031,25.686168,-100.29154,Licenciatura,Soltero(a),0,Casa propia pagada,Sí,Sí,Sí,Sí,Sí,3.29,Católica,No
137,YDEX060224MNLTDMKJ3,Alejandra,Salinas,Pérez,Mujer,2006,14,Nuevo León,Salinas Victoria,Col. Obrera,19044,5805,041,26.016542,-100.323308,Secundaria,Soltero(a),4,Casa rentada,Sí,Sí,Sí,Sí,No,0.88,Sin religión,No
138,VRQQ030725MNLSXGFX1,Patricia,Herrera,Sánchez,Mujer,2003,17,Nuevo León,General Zuazua,Col. Obrera,19023,4396,039,25.888981,-100.082946,Licenciatura,Casado(a),0,Casa propia (crédito),Sí,Sí,Sí,Sí,Sí,1.0,Católica,No
139,HFZJ011105HNLPVRSX1,Manuel,Gómez,Flores,Hombre,2001,19,Nuevo León,Apodaca,El Mirador,19006,3109,015,25.779633,-100.203094,Secundaria,Divorciado(a),0,Casa rentada,Sí,Sí,Sí,No,Sí,3.61,Católica,No
140,AZBS000525MNLLFSQZ7,Adriana,Rivera,Cruz,Mujer,2000,20,Nuevo León,Linares,Cumbres,19032,2157,047,24.843217,-99.549482,Licenciatura,Casado(a),0,Casa propia pagada,Sí,Sí,Sí,Sí,Sí,2.2,Católica,No
141,KPVQ031223MNLPHWZR0,Ximena,García,Ruiz,Mujer,2003,17,Nuevo León,Monterrey,Col. Independencia,19019,5193,045,25.665357,-100.316115,Preparatoria,Soltero(a),2,Casa propia pagada,Sí,Sí,Sí,Sí,Sí,1.47,Católica,No
142,PKRV000526HNLGQGZZ6,Ricardo,Cruz,Torres,Hombre,2000,20,Nuevo León,Juárez,Col. Independencia,19031,8167,001,25.620138,-100.077497,Licenciatura,Soltero(a),0,Casa propia (crédito),No,Sí,Sí,Sí,Sí,2.85,Católica,No
143,ZPXG970523MNLFDBDF0,Patricia,Morales,Hernández,Mujer,1997,23,Nuevo León,Guadalupe,Colonia Centro,19026,9595,036,25.685382,-100.230229,Licenciatura,Casado(a),2,Casa rentada,Sí,Sí,Sí,Sí,No,0.56,Católica,No
144,OSAD010110MNLYBGFN2,Brenda,de León,Hernández,Mujer,2001,19,Nuevo León,García,Las Puentes,19018,6151,041,25.809754,-100.605904,Primaria incompleta,Soltero(a),1,Casa prestada,Sí,Sí,Sí,No,Sí,1.56,Sin religión,No
145,BSNJ011218HNLGHSTD6,Héctor,Lara,Gómez,Hombre,2001,19,Nuevo León,San Nicolás de los Garza,Valle Oriente,19039,3458,022,25.726847,-100.290259,Preparatoria,Soltero(a),0,Cuarto en vecindad,Sí,Sí,Sí,No,Sí,1.25,Católica,No
146,HBOM030405HNLWYFTD6,Rodrigo,Villarreal,Álvarez,Hombre,2003,17,Nuevo León,Monterrey,Contry,19019,7770,016,25.682327,-100.318401,Primaria completa,Soltero(a),2,Casa rentada,Sí,Sí,Sí,No,Sí,3.56,Testigo de Jehová,No
147,ZVLF010626MNLJBDHL5,Cristina,Reyes,Ramos,Mujer,2001,19,Nuevo León,Guadalupe,Col. Independencia,19026,8802,034,25.675119,-100.266841,Preparatoria,Casado(a),1,Casa rentada,Sí,Sí,Sí,Sí,Sí,3.86,Católica,No
148,IUHS060209MNLYPNJF4,Daniela,Mendoza,Ramos,Mujer,2006,14,Nuevo León,Apodaca,El Mirador,19006,3371,024,25.77478,-100.190864,Posgrado,Casado(a),1,Cuarto en vecindad,Sí,Sí,Sí,Sí,Sí,1.61,Otra,No
149,QXAJ010827MNLVLRJM9,Ana,Ruiz,Muñoz,Mujer,2001,19,Nuevo León,Linares,Contry,19032,1742,009,24.855799,-99.573023,Secundaria,Casado(a),2,Casa propia (crédito),Sí,Sí,Sí,Sí,Sí,3.55,Católica,No
150,CESN041115MNLVFLYJ8,Elena,Muñoz,Treviño,Mujer,2004,16,Nuevo León,General Escobedo,San Bernabé,19021,4936,033,25.804175,-100.330422,Secundaria,Soltero(a),3,Casa propia (crédito),No,Sí,Sí,Sí,No,3.2,Católica,No
151,JDUA040506MNLFSJHT3,Gabriela,Gómez,Ortiz,Mujer,2004,16,Nuevo León,Monterrey,Residencial San Agustín,19019,1906,025,25.699105,-100.302394,Secundaria,Casado(a),1,Casa propia pagada,Sí,Sí,Sí,Sí,Sí,3.21,Sin religión,No
152,GAON070915MNLWZDZT7,Fernanda,Treviño,Ruiz,Mujer,2007,13,Nuevo León,General Zuazua,El Mirador,19023,6559,017,25.874237,-100.105522,Licenciatura,Soltero(a),0,Casa prestada,Sí,Sí,Sí,Sí,No,0.96,Católica,No
153,RJFH060104HNLZKLBG9,Óscar,Ortiz,Villarreal,Hombre,2006,14,Nuevo León,Apodaca,Mitras Centro,19006,4036,047,25.767735,-100.155041,Licenciatura,Casado(a),1,Casa rentada,Sí,Sí,Sí,No,Sí,2.08,Católica,No
154,NKJW050504MNLGJXGG8,María,Garza,Garza,Mujer,2005,15,Nuevo León,Monterrey,Colinas de San Jerónimo,19019,7388,013,25.699896,-100.320953,Primaria incompleta,Casado(a),0,Casa propia pagada,Sí,Sí,Sí,Sí,No,1.64,Otra,No
155,XEKG051004HNLKQDQR7,Luis,Herrera,Guerrero,Hombre,2005,15,Nuevo León,San Nicolás de los Garza,Mitras Centro,19039,1125,048,25.748866,-100.301649,Preparatoria,Casado(a),3,Casa rentada,Sí,Sí,Sí,Sí,Sí,4.19,Católica,No
156,DCHZ010505HNLMDVTY4,Héctor,Ramírez,Díaz,Hombre,2001,19,Nuevo León,Monterrey,Mitras Centro,19019,3670,005,25.687577,-100.32959,Preparatoria,Soltero(a),3,Casa propia pagada,Sí,Sí,Sí,No,Sí,1.48,Sin religión,No
157,HUIH060823MNLRXLWB1,Claudia,Guerrero,Villarreal,Mujer,2006,14,Nuevo León,Pesquería,Contry,19034,8664,020,25.734845,-100.012073,Secundaria,Soltero(a),2,Casa rentada,No,Sí,Sí,Sí,Sí,3.68,Otra,No
158,SQIT040817HNLNZRKP0,Ernesto,Castro,López,Hombre,2004,16,Nuevo León,Guadalupe,Cumbres,19026,8431,030,25.693019,-100.253702,Posgrado,Unión libre,0,Casa propia (crédito),Sí,Sí,Sí,Sí,Sí,2.6,Católica,No
159,PVKI020414MNLYMRVM5,Rosa,Jiménez,Ruiz,Mujer,2002,18,Nuevo León,Guadalupe,El Mirador,19026,7178,004,25.668606,-100.242163,Secundaria,Soltero(a),4,Casa propia pagada,Sí,Sí,Sí,Sí,No,2.46,Católica,No
160,DDGU060621HNLDBMJC6,Luis,García,Vázquez,Hombre,2006,14,Nuevo León,Monterrey,El Mirador,19019,5608,005,25.675721,-100.335449,Preparatoria,Casado(a),5,Casa prestada,Sí,Sí,No,Sí,Sí,3.62,Católica,No
161,UDZM071128MNLMDFXC7,Sofía,Garza,Medina,Mujer,2007,13,Nuevo León,García,Valle Oriente,19018,7132,010,25.773882,-100.611578,Preparatoria,Soltero(a),4,Casa propia pagada,Sí,Sí,Sí,Sí,No,3.68,Católica,No
162,HLPG000426HNLTZSCC2,Roberto,de León,Cavazos,Hombre,2000,20,Nuevo León,Salinas Victoria,Valle Oriente,19044,9418,037,26.010858,-100.307448,Técnico superior,Unión libre,0,Casa rentada,Sí,Sí,Sí,Sí,Sí,3.68,Católica,No
163,FIIV020604MNLWJFLR4,Laura,Martínez,Rodríguez,Mujer,2002,18,Nuevo León,Monterrey,Col. Obrera,19019,4671,014,25.700163,-100.316591,Licenciatura,Casado(a),2,Casa rentada,Sí,Sí,Sí,Sí,Sí,3.31,Católica,No
164,IVHI011108HNLXBQHT2,Mario,Álvarez,Ramírez,Hombre,2001,19,Nuevo León,Apodaca,Col. Independencia,19006,2367,040,25.774077,-100.201692,Secundaria,Viudo(a),0,Casa propia (crédito),Sí,Sí,Sí,No,Sí,2.3,Sin religión,No
165,MRUW070728HNLYCZGB1,Fernando,Longoria,Ruiz,Hombre,2007,13,Nuevo León,Guadalupe,San Bernabé,19026,4993,011,25.688809,-100.260324,Secundaria,Divorciado(a),3,Casa propia pagada,Sí,Sí,Sí,Sí,Sí,2.71,Sin religión,No
166,RENV051208HNLQWNMQ0,Eduardo,Jiménez,Ortiz,Hombre,2005,15,Nuevo León,Juárez,La Finca,19031,4016,024,25.629138,-100.095091,Preparatoria,Soltero(a),0,Casa rentada,Sí,No,No,Sí,Sí,3.52,Católica,No
167,DGRH050818MNLLBCSX4,Valeria,Torres,Longoria,Mujer,2005,15,Nuevo León,General Escobedo,Mitras Centro,19021,2271,033,25.79081,-100.328349,Técnico superior,Soltero(a),0,Casa propia (crédito),Sí,Sí,Sí,Sí,No,1.39,Católica,No
168,KOMI051118HNLCVPQD6,Rodrigo,Mendoza,Salinas,Hombre,2005,15,Nuevo León,Monterrey,El Mirador,19019,2426,012,25.691797,-100.301072,Primaria incompleta,Soltero(a),2,Casa prestada,Sí,Sí,Sí,Sí,No,1.87,Católica,No
169,IPEU991020HNLFPWRL5,Luis,Villarreal,Sánchez,Hombre,1999,21,Nuevo León,Apodaca,San Bernabé,19006,3228,013,25.770285,-100.206674,Primaria completa,Soltero(a),2,Casa propia pagada,Sí,Sí,Sí,No,No,0.93,Católica,No
170,GZQV070128HNLBVHZH8,Marco,Sánchez,Ruiz,Hombre,2007,13,Nuevo León,Juárez,Col. Independencia,19031,6366,010,25.667409,-100.094604,Licenciatura,Unión libre,0,Casa propia pagada,Sí,Sí,Sí,Sí,Sí,3.11,Sin religión,No
171,FHYD990117HNLDHMFF7,Héctor,Vázquez,López,Hombre,1999,21,Nuevo León,García,Valle Norte,19018,6370,005,25.81425,-100.605059,Licenciatura,Casado(a),0,Casa rentada,Sí,Sí,Sí,Sí,Sí,2.74,Católica,No
172,BEUK970326MNLXKWKJ4,Claudia,Cantú,Medina,Mujer,1997,23,Nuevo León,Salinas Victoria,Zona Industrial,19044,7744,033,25.990402,-100.311798,Licenciatura,Unión libre,0,Casa rentada,Sí,Sí,Sí,Sí,Sí,2.31,Católica,No
173,WDAN060802HNLCVPBW6,Ernesto,Flores,Castro,Hombre,2006,14,Nuevo León,Juárez,Valle Norte,19031,1365,032,25.638259,-100.080247,Licenciatura,Soltero(a),0,Casa rentada,Sí,Sí,Sí,Sí,No,2.4,Católica,No
174,WWQN050910HNLYPKNM8,José,Rivera,Ramírez,Hombre,2005,15,Nuevo León,General Escobedo,Cumbres,19021,1431,019,25.816219,-100.291952,Técnico superior,Soltero(a),0,Casa prestada,Sí,Sí,Sí,Sí,No,0.65,Cristiana evangélica,No
175,AVMZ000704HNLKRVTW4,Alejandro,Ramos,Cavazos,Hombre,2000,20,Nuevo León,General Escobedo,Residencial San Agustín,19021,9368,002,25.77026,-100.311483,Preparatoria,Soltero(a),2,Casa propia pagada,Sí,Sí,Sí,Sí,No,3.67,Cristiana evangélica,No
176,LMSQ070406MNLZRBRF9,Fernanda,de León,Pérez,Mujer,2007,13,Nuevo León,Juárez,Colinas de San Jerónimo,19031,7358,036,25.653691,-100.114047,Licenciatura,Casado(a),1,Casa rentada,Sí,Sí,Sí,Sí,No,4.08,Católica,No
177,CLPV980704HNLJWJFH3,José,Cruz,García,Hombre,1998,22,Nuevo León,Monterrey,Contry,19019,6158,027,25.694735,-100.305661,Secundaria,Casado(a),3,Casa rentada,Sí,Sí,Sí,Sí,No,0.88,Católica,No
178,YOVN070915HNLTTJND2,Alejandro,Gómez,Morales,Hombre,2007,13,Nuevo León,García,El Mirador,19018,6095,037,25.802878,-100.605683,Licenciatura,Casado(a),0,Casa prestada,Sí,Sí,Sí,Sí,No,4.01,Sin religión,No
179,IHOW011106HNLNWVDS8,Fernando,Cavazos,Sánchez,Hombre,2001,19,Nuevo León,Juárez,Paseo de San Patricio,19031,7370,020,25.676489,-100.090139,Secundaria,Divorciado(a),1,Casa propia pagada,Sí,Sí,Sí,Sí,No,1.64,Católica,No
180,WILN041223MNLZDWDQ1,Daniela,Garza,Reyes,Mujer,2004,16,Nuevo León,Guadalupe,Mitras Centro,19026,5500,032,25.673853,-100.265203,Preparatoria,Soltero(a),1,Casa propia (crédito),Sí,Sí,Sí,Sí,No,3.27,Católica,No
181,SBMF060512HNLZBXZG9,Ricardo,Herrera,Ruiz,Hombre,2006,14,Nuevo León,García,Colinas de San Jerónimo,19018,4607,017,25.791204,-100.59285,Preparatoria,Casado(a),1,Casa propia pagada,Sí,Sí,Sí,No,Sí,1.46,Cristiana evangélica,No
182,JXYV061014MNLXDSFR8,Elena,Rivera,Longoria,Mujer,2006,14,Nuevo León,General Escobedo,Col. Independencia,19021,8592,023,25.782502,-100.33049,Preparatoria,Soltero(a),2,Casa rentada,Sí,Sí,Sí,Sí,Sí,2.7,Católica,No
183,JYLK010521MNLLHHKW4,Natalia,Morales,Treviño,Mujer,2001,19,Nuevo León,Salinas Victoria,Cumbres,19044,7055,041,26.019925,-100.288215,Preparatoria,Casado(a),5,Casa rentada,Sí,Sí,Sí,Sí,Sí,3.67,Católica,No
184,FJEH981223HNLSNHWR9,Juan,Ramírez,Salinas,Hombre,1998,22,Nuevo León,General Escobedo,Residencial San Agustín,19021,3306,015,25.795581,-100.31886,Preparatoria,Soltero(a),1,Casa rentada,Sí,Sí,Sí,Sí,No,2.72,Católica,No
185,WHCI011004MNLYQHLC4,Adriana,Rodríguez,Rivera,Mujer,2001,19,Nuevo León,Monterrey,Paseo de San Patricio,19019,1830,049,25.699415,-100.325088,Primaria incompleta,Soltero(a),0,Casa propia pagada,No,Sí,Sí,Sí,Sí,2.73,Católica,No
186,RTWO980102MNLYSXZX3,Claudia,Ramos,Martínez,Mujer,1998,22,Nuevo León,García,Mitras Centro,19018,5229,038,25.801682,-100.620874,Licenciatura,Soltero(a),5,Casa propia (crédito),Sí,Sí,Sí,Sí,Sí,4.17,Católica,No
187,SUCS030918HNLBFHQC4,Mario,Álvarez,Flores,Hombre,2003,17,Nuevo León,García,Valle Oriente,19018,7634,036,25.821389,-100.596073,Técnico superior,Casado(a),3,Casa propia pagada,Sí,No,Sí,Sí,Sí,1.68,Católica,No
188,CNOI011122MNLQXVHV6,Daniela,Mendoza,Álvarez,Mujer,2001,19,Nuevo León,General Zuazua,El Mirador,19023,7786,034,25.898574,-100.120744,Secundaria,Soltero(a),2,Casa prestada,Sí,Sí,Sí,No,Sí,2.91,Católica,No
189,BOVW070706MNLYRRQK0,Paola,Garza,Hernández,Mujer,2007,13,Nuevo León,Pesquería,Paseo de San Patricio,19034,9525,045,25.760153,-99.995084,Preparatoria,Casado(a),3,Casa prestada,Sí,Sí,Sí,Sí,Sí,1.75,Católica,No
190,HHEW070308HNLNDGTN0,Rafael,Ramos,Ortiz,Hombre,2007,13,Nuevo León,García,La Finca,19018,3464,010,25.803427,-100.583384,Secundaria,Casado(a),1,Casa propia pagada,Sí,Sí,Sí,No,No,1.32,Católica,No
191,FTGI970927HNLBWHYT0,Rodrigo,González,Longoria,Hombre,1997,23,Nuevo León,San Nicolás de los Garza,Valle Oriente,19039,4658,031,25.747376,-100.310306,Licenciatura,Unión libre,3,Casa rentada,Sí,Sí,Sí,Sí,Sí,3.71,Católica,No
192,CCLC031213MNLCSWVG8,Camila,Cavazos,Cavazos,Mujer,2003,17,Nuevo León,Guadalupe,Las Puentes,19026,9390,011,25.663398,-100.251821,Técnico superior,Soltero(a),0,Casa propia pagada,Sí,Sí,Sí,Sí,No,3.58,Católica,No
193,CXSD040724HNLNLJVC0,Fernando,Muñoz,Rodríguez,Hombre,2004,16,Nuevo León,Montemorelos,Colonia Centro,19033,3447,023,25.199207,-99.803985,Licenciatura,Soltero(a),0,Casa propia (crédito),Sí,Sí,Sí,Sí,Sí,1.29,Católica,No
194,CGEM001009MNLCYFMH0,Rosa,Villarreal,Vázquez,Mujer,2000,20,Nuevo León,General Escobedo,Zona Industrial,19021,7518,032,25.784431,-100.324806,Preparatoria,Soltero(a),2,Casa prestada,Sí,Sí,Sí,No,No,1.53,Católica,No
195,THDS040108MNLWCKLM4,Cristina,Garza,Rodríguez,Mujer,2004,16,Nuevo León,Santa Catarina,Las Puentes,19046,6591,044,25.668496,-100.461692,Preparatoria,Soltero(a),0,Casa propia (crédito),Sí,Sí,Sí,Sí,No,2.01,Sin religión,No
196,RZUJ971025MNLYQZFW9,Fernanda,Flores,Díaz,Mujer,1997,23,Nuevo León,Linares,San Bernabé,19032,2379,042,24.837,-99.556793,Preparatoria,Viudo(a),0,Casa propia (crédito),Sí,Sí,Sí,Sí,No,2.02,Católica,No
197,DOII050204MNLPYNHH8,Verónica,Vázquez,Torres,Mujer,2005,15,Nuevo León,San Nicolás de los Garza,Zona Industrial,19039,1381,015,25.749745,-100.289968,Licenciatura,Soltero(a),1,Casa propia (crédito),No,Sí,Sí,No,Sí,0.63,Católica,No
198,IXAN990623HNLNDVXL4,Mario,Longoria,López,Hombre,1999,21,Nuevo León,Ciénega de Flores,Colonia Centro,19013,7839,006,26.009746,-100.179746,Secundaria,Unión libre,2,Casa propia pagada,Sí,Sí,Sí,Sí,No,0.87,Católica,No
199,TNEJ010108MNLXCBXZ0,Cristina,Castro,Rivera,Mujer,2001,19,Nuevo León,Linares,Contry,19032,2981,033,24.833394,-99.5308,Preparatoria,Casado(a),1,Casa rentada,Sí,Sí,Sí,Sí,Sí,1.57,Católica,No
200,XPBO011127MNLKTNTY2,Fernanda,González,Guerrero,Mujer,2001,19,Nuevo León,Apodaca,El Mirador,19006,6095,019,25.788249,-100.195286,Técnico superior,Casado(a),0,Casa rentada,Sí,Sí,Sí,No,Sí,2.18,Católica,No
